,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,GrLivArea,Bedroom,Kitchen,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice,BsmtBath,Bath,2Materials,MSZoning_RL,MSZoning_RM,Alley_No,LotShape_Reg,LotShape_IR1,LandContour_Lvl,LotConfig_Inside,LotConfig_Corner,LandSlope_Gtl,Condition1_Norm,BldgType_1Fam,HouseStyle_1Story,HouseStyle_2Story,RoofStyle_Gable,RoofStyle_Hip,Exterior1st_VinylSd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Wd Sdng,Exterior2nd_VinylSd,Exterior2nd_MetalSd,Exterior2nd_HdBoard,MasVnrType_None,MasVnrType_BrkFace,Foundation_PConc,Foundation_CBlock,BsmtExposure_No,BsmtExposure_Av,Heating_GasA,Electrical_SBrkr,GarageType_Attchd,GarageType_Detchd,PavedDrive_Y,MiscFeature_No,SaleType_WD,SaleCondition_Normal,MSSubClass_120,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSSubClass_150
349,3,4.04305126783455,20431,2,2,2,1,1,314906.5,3,2,2.0,9,5,2005,2006,3,4.0,3.0,2,870.0,5,3,3,5,3,1,6,1410,1,0,438,1848,1.0,5,1,1.0,880,2728,4,1,5,10,8,2,5,2,2006.0,3,706,3,3,3,0,0,0,0,0,0,2.0,4,2006,3,2,437154,1.0,2.5,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
350,3,4.23410650459726,7820,2,2,2,1,1,314906.5,3,2,3.0,9,5,2007,2007,3,4.0,2.0,2,362.0,5,3,3,5,3,1,1,0,1,0,1869,1869,1.0,5,1,1.0,0,1869,2,1,5,6,8,1,4,2,2007.0,2,617,3,3,3,210,54,0,0,0,0,2.0,12,2007,3,2,318061,0.0,2.0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,3,4.248495242049359,5271,2,2,3,1,2,200500.0,3,2,3.0,7,5,1986,1986,2,3.0,2.0,1,0.0,3,3,3,4,3,3,6,1082,1,0,371,1453,1.0,4,1,1.0,0,1453,2,1,4,6,8,1,3,2,1986.0,2,445,3,3,3,0,80,0,0,184,0,2.0,12,2006,2,1,190000,1.0,1.5,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,3,4.110873864173311,9084,2,1,2,1,1,121250.0,1,2,2.0,5,6,1941,1950,2,4.0,2.0,1,0.0,3,3,1,3,2,2,2,236,3,380,0,616,1.0,3,0,1.0,495,1111,3,1,3,5,8,0,0,1,1941.0,1,200,3,2,3,48,0,0,0,0,0,2.0,3,2008,1,1,95000,0.5,1.0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
353,2,4.110873864173311,8520,2,1,2,1,1,118250.0,3,2,3.0,6,8,1928,2003,2,4.0,2.0,1,0.0,3,4,1,3,3,1,1,0,1,0,624,624,1.0,4,1,1.0,0,720,2,1,3,5,8,0,0,1,2005.0,1,484,3,3,3,106,0,0,0,0,0,2.0,5,2010,2,1,105900,0.0,1.0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
354,3,4.110873864173311,8400,2,1,1,1,1,139500.0,3,2,2.0,6,5,1940,2000,2,3.0,2.0,1,0.0,3,3,1,3,3,1,2,388,1,0,552,940,1.0,5,1,1.0,403,1595,2,1,3,6,8,2,4,2,1940.0,1,240,3,3,3,0,0,108,0,0,0,2.0,6,2006,2,1,140000,0.0,1.0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
355,3,4.663439094112067,11249,2,2,2,1,1,197200.0,3,2,3.0,6,5,1995,1995,2,4.0,2.0,1,0.0,4,4,3,4,4,1,5,334,4,544,322,1200,1.0,5,1,1.0,0,1200,3,1,4,6,8,0,0,2,1995.0,2,521,3,3,3,0,26,0,0,0,0,2.0,8,2007,2,1,177500,1.0,2.0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
356,3,4.248495242049359,9248,2,2,2,1,1,181000.0,3,2,3.0,6,6,1992,1992,2,3.0,2.0,2,106.0,3,3,3,4,3,1,6,560,1,0,598,1158,1.0,4,1,1.0,0,1167,3,1,4,6,8,0,0,2,1992.0,2,400,3,3,3,120,26,0,0,0,0,2.0,7,2009,2,1,173000,1.0,2.0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
357,2,3.8066624897703196,4224,2,1,2,1,1,88000.0,3,2,3.0,5,5,1976,1976,2,4.0,3.0,1,0.0,3,3,3,4,3,1,5,874,1,0,268,1142,1.0,3,1,1.0,0,1142,3,1,3,6,8,1,1,2,1976.0,3,528,3,3,3,536,90,0,0,0,3,2.0,8,2007,2,1,134000,1.0,1.5,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,3,4.532599493153256,6930,2,2,2,1,1,200500.0,3,2,2.0,5,4,1958,1958,3,3.0,2.0,2,120.0,3,3,1,3,3,2,4,300,3,294,468,1062,1.0,5,1,2.0,0,1352,3,1,4,6,6,0,0,3,1958.0,1,288,3,3,3,168,0,294,0,0,0,2.0,7,2006,2,1,130000,0.5,1.0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
359,3,4.3694478524670215,12011,2,2,2,2,1,301500.0,3,2,2.0,8,5,1998,1998,2,4.0,2.0,2,530.0,4,3,3,4,3,2,6,956,1,0,130,1086,1.0,5,1,1.0,838,1924,3,1,4,7,8,1,3,2,1998.0,2,592,3,3,3,208,75,0,0,374,0,2.0,6,2006,2,1,280000,1.0,2.5,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
360,3,4.248495242049359,7540,2,2,2,2,1,154750.0,3,2,4.0,6,6,1978,1978,2,4.0,2.0,1,0.0,3,3,1,4,3,2,6,773,1,0,115,888,1.0,5,1,1.0,0,912,2,1,3,5,8,1,3,2,1978.0,2,470,3,3,3,0,0,0,0,192,3,2.0,6,2007,2,1,156000,1.0,1.0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
361,3,4.248495242049359,9144,2,1,2,1,1,127000.0,3,2,2.0,5,5,1940,1982,2,4.0,2.0,1,0.0,3,3,1,3,3,1,3,399,1,0,484,883,1.0,4,1,1.0,517,1505,3,1,3,8,8,0,0,1,1940.0,1,240,3,3,1,0,0,0,0,0,0,2.0,7,2008,2,1,145000,1.0,1.0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
362,3,4.174387269895637,7301,2,1,2,1,1,121250.0,3,2,4.0,7,5,2003,2003,2,3.0,2.0,2,500.0,4,3,1,0,0,1,0,0,0,0,0,0,1.0,5,1,1.0,1427,1922,4,1,4,7,8,1,5,3,2003.0,2,672,3,3,3,0,0,177,0,0,0,2.0,7,2009,1,1,198500,0.0,3.0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
363,2,3.091042453358316,1680,2,1,2,1,1,106000.0,3,1,2.0,6,8,1972,2007,2,3.0,2.0,2,510.0,3,3,1,3,3,1,5,162,1,0,321,483,1.0,4,1,1.0,504,987,2,1,4,5,8,0,0,1,1972.0,1,264,3,3,3,250,0,0,0,0,0,2.0,5,2009,2,1,118000,0.0,1.5,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,3,4.248495242049359,18800,2,2,2,1,1,182900.0,3,2,2.0,6,5,1976,1976,2,3.0,2.0,2,120.0,3,3,3,4,3,2,6,712,1,0,84,796,1.0,3,1,1.0,784,1574,3,1,3,6,8,1,3,2,1976.0,3,566,3,3,3,306,111,0,0,0,0,2.0,7,2006,2,1,190000,1.0,2.5,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
365,2,4.0943445622221,10690,2,1,2,1,1,106500.0,3,2,2.0,5,7,1920,1997,3,4.0,2.0,1,0.0,3,4,1,3,2,1,3,456,1,0,216,672,1.0,4,1,2.0,672,1344,3,1,3,6,8,0,0,1,1964.0,1,468,3,2,3,0,128,218,0,0,0,2.0,7,2009,2,1,147000,0.0,1.0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
366,3,4.248495242049359,9500,2,2,2,1,1,141000.0,3,2,3.0,6,5,1963,1963,2,3.0,4.0,2,247.0,3,3,1,4,3,1,4,609,1,0,785,1394,1.0,4,1,1.0,0,1394,3,1,3,6,8,2,4,2,1963.0,2,514,3,3,3,0,76,0,0,185,0,2.0,7,2009,2,1,159000,1.0,1.5,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
367,3,4.624972813284271,9150,2,2,2,1,1,141000.0,3,2,2.0,6,5,1962,1962,2,3.0,4.0,2,305.0,3,3,1,4,3,3,6,371,1,0,728,1099,1.0,4,1,1.0,0,1431,3,1,3,6,8,1,4,2,1962.0,2,296,3,3,3,64,110,0,0,0,0,2.0,12,2008,2,1,165000,0.5,1.0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
368,3,4.3694478524670215,7800,2,1,2,1,1,141000.0,3,2,3.0,5,6,1954,1954,2,3.0,2.0,2,200.0,3,3,3,3,3,1,2,540,1,0,728,1268,1.0,4,1,1.0,0,1268,2,1,3,7,8,1,4,2,1954.0,3,244,3,3,3,0,98,0,0,0,0,2.0,3,2010,2,1,132000,0.0,1.0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
369,3,4.248495242049359,9830,2,2,2,1,1,141000.0,3,2,3.0,5,7,1959,2006,2,3.0,2.0,1,0.0,3,4,1,3,3,1,5,72,3,258,733,1063,1.0,5,1,1.0,0,1287,3,1,4,7,8,1,4,1,1997.0,3,576,3,3,3,364,17,0,0,182,0,2.0,3,2010,2,1,162000,1.0,1.0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
370,3,4.248495242049359,8121,2,2,2,1,1,181000.0,3,2,2.0,6,5,2000,2000,2,4.0,2.0,1,0.0,3,3,3,4,3,1,1,0,1,0,953,953,1.0,5,1,1.0,711,1664,3,1,3,7,8,1,3,2,2000.0,2,460,3,3,3,100,40,0,0,0,0,2.0,1,2006,2,1,172400,0.0,2.5,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
371,3,4.394449154672439,17120,2,1,2,1,1,200500.0,2,2,2.0,4,4,1959,1959,2,4.0,4.0,1,0.0,3,3,1,0,0,1,0,0,0,0,0,0,1.0,3,1,1.0,468,1588,4,1,3,7,6,1,4,1,1991.0,3,680,3,3,1,0,59,0,0,0,0,2.0,7,2008,2,1,134432,0.0,2.0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
372,3,3.9318256327243257,7175,2,1,2,1,1,184900.0,3,2,3.0,6,5,1984,1984,2,3.0,4.0,1,0.0,3,3,1,4,3,1,5,623,2,121,0,744,1.0,3,1,1.0,0,752,2,1,3,4,8,0,0,2,1984.0,1,264,3,3,3,353,0,0,0,90,3,2.0,2,2010,2,1,125000,1.0,1.0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,3,4.382026634673881,10634,2,1,2,1,1,141000.0,3,2,3.0,5,6,1953,1953,2,4.0,2.0,1,0.0,3,3,3,3,3,1,4,428,2,180,0,608,1.0,3,1,1.0,0,1319,3,1,3,5,6,0,0,2,1953.0,1,270,3,3,3,66,0,0,0,0,2,2.0,11,2009,2,1,123000,1.0,1.0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
374,3,4.189654742026425,8200,2,1,2,1,1,197200.0,3,2,2.0,7,5,2003,2004,2,4.0,2.0,1,0.0,4,3,3,4,3,1,1,0,1,0,847,847,1.0,5,1,1.0,1081,1928,4,1,4,8,8,1,4,3,2003.0,3,434,3,3,3,100,48,0,0,0,0,2.0,7,2007,2,1,219500,0.0,2.5,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
376,3,4.060443010546419,8846,2,2,2,2,1,197200.0,3,2,4.0,5,5,1996,1996,2,4.0,2.0,1,0.0,4,3,3,4,3,2,6,298,1,0,572,870,1.0,5,1,1.0,0,914,2,1,3,5,8,0,0,1,1998.0,1,576,3,3,3,0,0,0,0,0,0,2.0,7,2006,2,1,148000,0.0,1.0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
377,3,4.634728988229636,11143,2,2,2,1,1,225500.0,3,2,2.0,8,5,2004,2005,2,4.0,3.0,1,0.0,4,3,3,4,3,1,1,0,1,0,1580,1580,1.0,5,1,1.0,886,2466,4,1,4,8,8,1,4,2,2004.0,2,610,3,3,3,159,214,0,0,0,0,2.0,12,2007,2,1,340000,0.0,3.0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
378,3,4.48863636973214,11394,2,1,2,1,1,282000.0,3,2,3.0,9,2,2010,2010,3,4.0,2.0,3,350.0,4,3,3,5,3,2,6,1445,1,0,411,1856,1.0,5,1,1.0,0,1856,1,1,5,8,8,1,5,2,2010.0,3,834,3,3,3,113,0,0,0,0,0,2.0,6,2010,3,2,394432,1.0,1.5,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
379,3,4.110873864173311,8123,2,2,2,1,1,181000.0,3,2,2.0,6,5,2000,2000,2,4.0,2.0,2,16.0,3,3,3,4,3,1,1,0,1,0,982,982,1.0,5,1,1.0,793,1800,3,1,3,7,8,1,3,2,2000.0,3,463,3,3,3,100,63,0,0,0,0,2.0,6,2009,2,1,179000,0.0,2.5,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
380,3,3.9318256327243257,5000,2,1,2,1,1,139500.0,3,2,2.0,5,6,1924,1950,2,3.0,2.0,1,0.0,3,3,1,3,3,1,2,218,1,0,808,1026,1.0,3,1,1.0,665,1691,3,1,4,6,8,1,4,1,1924.0,1,308,3,3,3,0,0,242,0,0,0,2.0,5,2010,2,1,127000,0.0,2.0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
381,3,4.110873864173311,7200,2,1,2,1,1,225500.0,3,2,3.0,7,5,2006,2006,2,4.0,2.0,1,0.0,4,3,3,4,4,1,1,0,1,0,1293,1293,1.0,5,1,1.0,0,1301,2,1,4,5,8,1,4,2,2006.0,2,572,3,3,3,216,121,0,0,0,0,2.0,8,2006,3,2,187750,1.0,2.0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
382,3,4.382026634673881,9245,2,2,2,1,1,197200.0,3,2,2.0,7,5,2006,2006,2,4.0,2.0,1,0.0,4,3,3,4,3,2,1,0,1,0,939,939,1.0,5,1,1.0,858,1797,3,1,4,8,8,0,0,2,2006.0,2,639,3,3,3,144,53,0,0,0,0,2.0,4,2007,2,1,213500,0.0,2.5,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
383,2,4.110873864173311,9000,2,1,2,1,1,184900.0,3,2,1.0,6,3,1928,1950,2,3.0,2.0,1,0.0,3,3,1,2,2,1,1,0,1,0,784,784,1.0,3,0,2.0,0,784,2,1,3,5,8,0,0,1,1950.0,1,360,2,2,1,0,0,91,0,0,0,2.0,10,2009,2,1,76000,0.0,1.0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
384,3,4.248495242049359,53107,2,2,3,1,2,200500.0,2,2,2.0,6,5,1992,1992,2,3.0,2.0,1,0.0,4,3,3,4,3,2,6,985,1,0,595,1580,1.0,5,1,1.0,874,1953,3,1,4,9,8,2,2,2,1992.0,3,501,3,3,3,216,231,0,0,0,0,2.0,6,2007,2,1,240000,1.0,2.5,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
385,3,3.784189633918261,3182,2,1,2,1,1,191000.0,3,2,3.0,8,5,2004,2005,2,4.0,2.0,2,16.0,4,3,3,4,3,1,6,24,1,0,1232,1256,1.0,5,1,1.0,0,1269,2,1,4,6,8,1,3,2,2004.0,3,430,3,3,3,146,20,0,0,144,0,2.0,4,2010,2,1,192000,0.0,2.0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,3,4.07753744390572,8410,2,1,2,1,1,121250.0,2,2,2.0,5,3,1910,1996,1,3.0,2.0,1,0.0,3,2,3,3,3,1,1,0,1,0,658,658,1.0,3,1,1.0,526,1184,5,1,3,8,8,0,0,1,1910.0,0,0,0,0,1,0,151,0,0,0,0,2.0,5,2006,2,1,81000,0.0,1.0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
387,3,4.290459441148391,7200,2,1,2,1,1,121250.0,3,2,2.0,6,6,1976,1976,3,4.0,2.0,2,255.0,3,3,1,3,3,2,5,631,1,0,410,1041,1.0,5,1,1.0,0,1125,3,1,3,6,8,1,2,1,1977.0,1,352,3,3,3,296,0,0,0,0,2,2.0,10,2009,2,1,125000,1.0,1.0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
388,3,4.543294782270004,9382,2,2,2,2,1,197200.0,3,2,3.0,7,5,1999,2000,2,4.0,2.0,2,125.0,4,3,3,4,3,1,1,0,1,0,1468,1468,1.0,5,1,1.0,0,1479,3,1,4,6,8,0,0,2,1999.0,2,577,3,3,3,120,25,0,0,0,0,2.0,7,2008,2,1,191000,0.0,2.0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
389,3,4.574710978503383,12474,2,1,2,1,1,314906.5,3,2,2.0,10,5,2007,2008,2,4.0,2.0,3,272.0,5,3,3,5,3,2,6,1280,1,0,402,1682,1.0,5,1,1.0,590,2332,3,1,5,9,8,1,5,3,2008.0,3,846,3,3,3,196,134,0,0,0,0,2.0,8,2008,3,2,426000,1.0,2.5,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
390,3,3.9318256327243257,8405,1,1,2,1,1,121250.0,3,2,2.0,5,8,1900,1950,2,4.0,2.0,1,0.0,3,3,1,3,4,1,3,241,4,391,229,861,1.0,5,1,1.0,406,1367,4,1,3,7,8,0,0,1,1978.0,1,384,3,3,3,0,130,112,0,0,3,2.0,4,2008,2,1,119000,1.0,1.0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
391,3,4.276666119016055,12209,2,2,2,2,1,154750.0,3,2,2.0,6,5,2001,2002,2,4.0,2.0,1,0.0,3,3,3,5,3,1,5,690,1,0,114,804,1.0,5,1,1.0,1157,1961,3,1,4,7,8,1,3,3,2001.0,3,560,3,3,3,125,192,0,0,0,0,2.0,6,2009,2,1,215000,1.0,2.5,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
392,3,4.248495242049359,8339,2,2,2,1,1,141000.0,3,2,3.0,5,7,1959,1959,2,4.0,2.0,1,0.0,3,3,1,0,0,1,0,0,0,0,0,0,1.0,3,1,1.0,0,882,3,1,3,5,8,0,0,2,1959.0,2,294,3,3,3,0,0,0,0,0,3,2.0,7,2007,2,1,106500,0.0,1.0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
393,3,4.248495242049359,7446,2,1,2,1,1,127000.0,2,2,3.0,4,5,1941,1950,2,4.0,2.0,1,0.0,3,3,1,3,3,1,3,266,1,0,522,788,1.0,3,1,2.0,0,788,2,1,3,4,8,2,3,1,1941.0,0,0,0,0,3,0,0,0,0,0,2,2.0,4,2006,2,1,100000,0.0,1.0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
394,3,4.110873864173311,10134,2,1,2,1,1,118250.0,3,2,2.0,5,6,1940,1950,2,4.0,2.0,1,0.0,3,3,1,3,3,1,1,0,1,0,735,735,1.0,4,1,2.0,299,1034,2,1,3,5,8,0,0,1,1940.0,1,240,3,3,3,0,39,0,0,0,0,2.0,7,2007,2,1,109000,0.0,1.0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
395,3,4.23410650459726,9571,2,1,2,1,1,121250.0,3,2,3.0,5,6,1956,1956,2,3.0,2.0,1,0.0,3,3,1,3,3,2,4,739,1,0,405,1144,1.0,3,1,1.0,0,1144,3,1,3,6,8,0,0,2,1956.0,1,596,3,3,3,44,0,0,0,0,0,2.0,6,2010,2,1,129000,1.0,1.0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
