,Unnamed: 0,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,GrLivArea,Bedroom,Kitchen,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,BsmtBath,Bath,2Materials,MSZoning_RL,MSZoning_RM,Alley_No,LotShape_Reg,LotShape_IR1,LandContour_Lvl,LotConfig_Inside,LotConfig_Corner,LandSlope_Gtl,Condition1_Norm,BldgType_1Fam,HouseStyle_1Story,HouseStyle_2Story,RoofStyle_Gable,RoofStyle_Hip,Exterior1st_VinylSd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Wd Sdng,Exterior2nd_VinylSd,Exterior2nd_MetalSd,Exterior2nd_HdBoard,MasVnrType_None,MasVnrType_BrkFace,Foundation_PConc,Foundation_CBlock,BsmtExposure_No,BsmtExposure_Av,Heating_GasA,Electrical_SBrkr,GarageType_Attchd,GarageType_Detchd,PavedDrive_Y,MiscFeature_No,SaleType_WD,SaleCondition_Normal,MSSubClass_120,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSSubClass_150,Clusterlabel,SalePrice
307,312,2,4.189654742026425,8.962007209588313,2,1,2,1,1,118250.0,1,1,2,5,7,1939,1950,2,4,2,1,0.0,3,3,1,4,3,2,3,6.230481447578483,1,0.0,5.6594822157596205,6.677083461247137,3,3,1,3,5.786897381366707,7.020190708311925,3,0.6931471805599453,3,5,8,1,4,1,1939.0,1,410,3,3,3,0.0,0.0,0.0,0.0,5.605802066295998,3,2,5,2006,2,1,1.0,1.0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,11.694421681264396
308,313,3,5.017279836814924,12.279536839074336,2,2,3,1,2,228475.0,3,2,3,7,5,1965,1965,3,1,2,1,0.0,3,3,1,4,3,3,5,7.120444372392488,3,6.710523109452428,4.394449154672439,7.667158255319147,2,3,1,3,0.0,7.6192334162268045,3,0.6931471805599453,3,8,8,2,4,2,1965.0,2,513,3,3,3,0.0,0.0,0.0,0.0,0.0,0,2,6,2009,2,1,2.0,2.0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.83468397161566
309,314,2,4.110873864173311,9.169622538697624,1,1,2,1,1,118250.0,3,2,4,7,7,1925,1990,2,4,2,1,0.0,3,3,1,3,4,1,2,2.8332133440562166,1,0.0,6.569481420414296,6.591673732008657,3,5,1,3,6.697034247666483,7.403670290012371,3,0.6931471805599453,5,6,8,1,4,1,1925.0,1,546,2,3,3,0.0,0.0,5.45958551414416,0.0,0.0,0,2,8,2006,2,1,0.5,1.5,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,12.089544447235971
310,315,3,4.276666119016055,8.961366060627451,2,2,2,1,1,181000.0,3,2,4,7,5,2004,2005,2,3,2,1,0.0,4,3,3,4,3,1,6,6.054439346269372,1,0.0,5.676753802268282,6.57507584059962,3,5,1,3,6.57507584059962,7.267525427828172,3,0.6931471805599453,4,6,8,1,4,2,2004.0,3,432,3,3,3,4.61512051684126,3.951243718581428,0.0,0.0,0.0,0,2,7,2009,2,1,1.0,2.5,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.14685859089592
311,316,3,4.553876891600541,9.473166068429098,2,2,2,1,1,182900.0,3,2,4,7,7,1980,1980,2,2,3,2,5.631211781821365,4,3,1,4,3,1,6,6.541029999189902,1,0.0,5.0369526024136295,6.740519359606223,3,3,1,3,7.090909822079984,7.763871287820223,4,0.6931471805599453,5,10,8,1,3,2,1983.0,2,484,3,3,3,5.666426688112433,5.278114659230517,0.0,0.0,0.0,4,2,8,2009,2,1,1.0,2.5,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.468440756144116
312,317,3,4.330733340286331,9.105090961257083,2,1,2,1,1,225500.0,3,2,4,8,5,2006,2006,2,3,2,1,0.0,4,3,3,4,3,2,1,0.0,1,0.0,6.9930151229329605,6.9930151229329605,3,5,1,3,6.77078942390898,7.580699752224562,3,0.6931471805599453,4,8,8,1,4,2,2006.0,2,1025,3,3,3,5.342334251964812,3.8501476017100575,0.0,0.0,0.0,0,2,12,2007,2,1,0.0,2.5,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.506180941677355
313,318,3,4.51085950651685,9.200391041122515,2,1,3,1,2,301500.0,3,2,4,7,5,1993,1993,2,4,2,2,5.54907608489522,4,3,3,4,3,3,6,6.895682697747867,1,0.0,5.8888779583328805,7.206377291472252,3,5,1,3,7.150701457592526,7.8811822022271025,4,0.6931471805599453,4,9,8,1,3,2,1993.0,2,656,3,3,3,5.831882477283517,4.110873864173311,4.976733742420574,0.0,0.0,0,2,4,2009,2,1,1.0,2.5,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12.468440756144116
314,319,3,4.248495242049359,9.55506418479516,2,1,2,1,1,182900.0,3,2,3,7,5,1980,1980,2,3,2,2,5.420534999272285,3,3,1,4,3,2,6,6.944087208229528,1,0.0,5.8200829303523625,7.224753405767971,3,3,1,3,0.0,7.29505641646263,3,0.6931471805599453,3,6,8,2,3,2,1980.0,1,588,3,3,3,5.455321115357702,3.8918202981106265,0.0,0.0,0.0,0,2,6,2009,2,1,1.0,2.0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.141539457711715
315,320,3,4.718498871295094,9.696463383101802,2,1,2,1,1,314906.5,3,2,4,9,5,2006,2006,2,3,2,3,5.916202062607435,3,3,3,5,4,2,1,0.0,1,0.0,7.1308988302963465,7.1308988302963465,3,5,1,3,7.206377291472252,7.862112211662747,4,0.6931471805599453,4,9,8,0,0,2,2006.0,2,840,3,3,3,5.484796933490656,5.043425116919247,0.0,0.0,0.0,0,2,9,2006,3,2,0.0,3.5,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12.74444728628135
316,321,3,4.605170185988092,9.400960731584831,2,2,2,1,1,314906.5,3,2,4,8,5,2004,2004,2,3,2,2,5.963579343618447,4,3,3,5,3,2,6,6.878326468291325,1,0.0,5.1179938124167546,7.036148493750536,3,5,1,3,7.195187320178709,7.81156848934518,4,0.6931471805599453,4,10,8,1,4,3,2004.0,3,872,3,3,3,5.220355825078324,5.043425116919247,0.0,0.0,0.0,0,2,6,2007,2,1,1.0,2.5,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12.777055016970678
317,322,3,4.465908118654584,9.247732491193245,2,2,2,1,1,184900.0,3,2,4,7,5,1986,1987,2,3,2,2,5.153291594497778,4,3,1,3,3,3,2,3.3672958299864737,5,7.296413268773919,0.0,7.315218389752975,3,5,1,3,7.071573364211532,7.912423121473704,4,0.6931471805599453,4,8,8,1,3,2,1987.0,3,576,3,3,3,5.308267697401205,4.574710978503383,0.0,0.0,0.0,3,2,8,2007,2,1,1.0,2.5,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.614868865984633
318,323,2,3.912023005428147,8.669227347271736,2,1,2,1,1,118250.0,3,2,3,3,8,1955,2005,2,3,2,1,0.0,3,4,1,3,3,1,5,5.54907608489522,1,0.0,6.810142450115137,7.0587581525186645,3,5,1,3,0.0,7.059617628291383,3,0.6931471805599453,3,6,8,0,0,2,1955.0,1,220,2,3,3,4.962844630259907,4.59511985013459,0.0,0.0,0.0,0,2,7,2006,2,1,1.0,1.0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,11.745433036677351
319,324,3,4.574710978503383,9.330431852234003,2,1,2,1,1,141000.0,4,2,3,7,7,1967,2007,3,4,2,2,5.7071102647488745,4,4,1,4,3,1,1,0.0,1,0.0,6.5666724298032415,6.5666724298032415,3,5,1,3,6.985641817639206,7.999342952713282,5,0.6931471805599453,4,11,8,1,4,3,1961.0,3,564,3,3,3,5.484796933490656,0.0,0.0,0.0,0.0,0,2,6,2010,2,1,0.0,2.5,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,12.396697137361693
320,325,2,3.9318256327243257,8.517393171418902,2,1,2,1,1,106500.0,2,2,1,5,6,1941,1950,2,4,2,1,0.0,3,3,1,3,3,2,4,4.762173934797756,1,0.0,6.405228458030843,6.580639137284948,3,1,0,2,0.0,6.689599269178967,2,0.6931471805599453,3,5,8,0,0,1,1941.0,1,360,3,3,3,0.0,0.0,5.5012582105447265,0.0,0.0,0,2,12,2007,2,1,0.0,1.0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,11.373674891823535
321,326,3,3.49650756146648,9.291643823040218,2,2,2,2,1,206000.0,3,2,3,8,5,1993,1993,2,1,2,1,0.0,4,3,3,4,3,3,6,7.390181428226429,1,0.0,4.61512051684126,7.450079569807499,3,5,1,3,0.0,7.450079569807499,1,0.6931471805599453,4,6,8,2,4,2,1993.0,3,473,3,3,3,4.812184355372417,3.4339872044851463,0.0,0.0,0.0,0,2,5,2008,3,1,2.0,1.5,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.688501881189456
322,327,3,4.394449154672439,9.358846580275406,2,1,2,1,1,141000.0,3,2,3,6,5,1960,1960,3,4,2,2,5.170483995038151,3,3,1,3,3,1,3,6.338594078203182,1,0.0,6.708084083853071,7.232733136177615,3,3,1,3,0.0,7.232733136177615,3,0.6931471805599453,3,7,8,0,0,2,1960.0,2,292,3,3,3,0.0,3.828641396489095,0.0,0.0,0.0,0,2,4,2006,2,1,0.0,1.5,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,11.886218559372043
323,328,3,4.248495242049359,9.383368881858543,2,2,1,1,1,127000.0,4,2,2,6,6,1916,1994,2,4,2,1,0.0,3,3,1,3,3,1,1,0.0,1,0.0,6.739336627357174,6.739336627357174,3,4,0,2,6.536691597591305,7.666221925662725,5,0.6931471805599453,4,10,8,0,0,1,1930.0,1,441,3,3,3,0.0,4.110873864173311,5.594711379601838,0.0,0.0,0,2,7,2009,2,1,0.0,2.0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,12.276069679344005
324,329,2,4.110873864173311,8.764521909518802,2,1,2,1,1,106500.0,3,2,4,5,5,1920,1950,2,4,2,1,0.0,3,3,3,3,3,2,1,0.0,1,0.0,6.391917113392602,6.391917113392602,3,3,0,3,6.391917113392602,7.084226422097917,3,0.6931471805599453,3,6,8,0,0,1,1920.0,1,189,2,2,1,0.0,0.0,4.927253685157205,0.0,0.0,2,2,7,2009,2,1,0.0,1.0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,11.264476926102367
325,330,3,4.248495242049359,9.270964993792617,2,2,2,1,1,141000.0,3,1,3,5,4,1964,1964,2,4,2,2,4.442651256490317,3,3,1,3,3,1,6,3.7135720667043084,3,5.579729825986222,7.261927092702751,7.455298485683291,3,3,1,3,0.0,7.455298485683291,6,1.0986122886681098,3,10,8,0,0,1,2002.0,1,352,3,3,3,5.049856007249537,0.0,0.0,0.0,0.0,0,2,11,2007,2,1,0.5,2.0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,11.686887175419702
326,331,3,4.262679877041316,9.009080614161977,2,1,2,1,1,141000.0,3,2,3,5,6,1958,1992,2,4,2,1,0.0,3,3,1,3,3,1,3,6.741700694652054,1,0.0,5.351858133476067,6.963189985870238,3,2,1,3,0.0,6.963189985870238,3,0.6931471805599453,3,6,8,0,0,2,1958.0,2,308,3,3,3,0.0,0.0,0.0,0.0,0.0,0,2,8,2007,2,1,1.0,1.0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,11.842236406331557
327,332,3,4.4543472962535064,9.273878392780171,2,2,2,1,1,314906.5,3,2,3,8,5,2003,2004,2,3,2,2,5.6937321388027,4,3,3,4,3,1,6,7.0255383146385215,0,6.173786103901937,7.38025578842646,8.073091199693152,3,5,1,3,0.0,7.396335293800808,3,0.6931471805599453,4,7,8,1,4,2,2003.0,2,880,3,3,3,0.0,0.0,0.0,0.0,0.0,0,2,10,2009,2,1,1.0,2.0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12.556733038263905
328,333,2,4.0943445622220995,9.011767474596178,2,1,2,2,1,314906.5,3,2,3,7,5,2004,2004,2,3,2,3,4.990432586778736,4,3,3,4,3,2,6,6.580639137284948,1,0.0,6.4599044543775355,7.2145044141511425,3,5,1,3,0.0,7.2145044141511425,2,0.6931471805599453,4,6,8,1,4,2,2004.0,2,484,3,3,3,5.2626901889048865,3.4339872044851463,0.0,0.0,0.0,0,2,7,2008,2,1,1.0,2.0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.240478903153713
329,334,3,4.0943445622220995,9.10974625674048,2,2,2,1,1,181000.0,3,2,4,6,5,1998,1998,2,3,2,1,0.0,3,3,3,4,3,3,6,6.720220155135295,1,0.0,4.7535901911063645,6.8501261661454995,3,4,1,3,6.54534966033442,7.40184157874383,3,0.6931471805599453,3,7,8,2,3,2,1998.0,3,472,3,3,3,4.61512051684126,3.6635616461296463,0.0,0.0,0.0,0,2,7,2008,2,1,1.0,2.5,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.165255859329688
330,335,3,4.248495242049359,12.011644093954347,2,2,4,1,2,228475.0,3,1,2,5,6,1965,1965,2,3,2,1,0.0,3,3,1,3,3,3,5,7.1308988302963465,4,4.997212273764115,4.6443908991413725,7.3132203870903005,3,5,1,3,5.123963979403259,7.4882935151594285,3,0.6931471805599453,3,7,8,2,4,2,1965.0,3,529,3,3,3,6.508769136971682,0.0,0.0,0.0,0.0,0,2,8,2008,2,1,2.0,2.0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.341263285841588
331,336,3,4.465908118654584,9.558035114334137,2,2,4,1,1,282000.0,3,2,3,9,5,2005,2006,3,3,2,3,5.303304908059076,4,3,3,5,3,3,6,7.1308988302963465,1,0.0,6.513230110912308,7.561641745588781,3,5,1,3,0.0,7.561641745588781,3,0.6931471805599453,4,8,8,1,4,2,2005.0,3,676,3,3,3,5.187385805840755,3.951243718581428,0.0,0.0,0.0,0,2,7,2007,2,1,1.0,2.0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12.841132451487935
332,337,3,4.262679877041316,9.119977931895793,2,1,2,1,1,197200.0,3,2,3,7,5,2002,2003,2,3,2,2,4.736198448394496,4,3,3,4,3,2,6,6.698268054115412,1,0.0,6.588926477533518,7.337587743538597,3,5,1,3,0.0,7.337587743538597,3,0.6931471805599453,4,7,8,0,0,2,2002.0,2,532,3,3,3,5.2626901889048865,4.31748811353631,0.0,0.0,0.0,0,2,12,2008,2,1,1.0,2.0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.273735966890268
333,338,3,4.5217885770490405,9.557187177595937,2,1,2,1,1,182900.0,3,2,3,7,7,1984,1998,2,4,2,1,0.0,4,3,1,4,3,2,5,5.365976015021852,1,0.0,6.903747257584598,7.0975488506147935,3,5,1,3,0.0,7.3914152346753585,3,0.6931471805599453,4,8,8,0,0,2,1984.0,2,440,3,3,3,4.691347882229144,3.828641396489095,0.0,0.0,0.0,0,2,5,2006,2,1,1.0,2.0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.218500103788145
334,339,3,4.204692619390967,9.425532393502772,2,2,2,1,1,141000.0,2,2,3,6,7,1958,1998,3,4,2,2,5.17614973257383,3,3,1,3,2,1,3,6.373319789577013,1,0.0,6.447305862541213,7.103322062526113,3,3,1,2,0.0,7.103322062526113,3,0.6931471805599453,3,6,8,0,0,2,1958.0,1,297,3,3,3,0.0,0.0,0.0,0.0,5.45958551414416,0,2,6,2009,2,1,0.0,1.0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,11.951186847493474
335,340,3,4.4543472962535064,9.560433704549359,2,1,2,1,1,228475.0,3,2,4,8,5,2002,2002,2,3,2,1,0.0,4,3,3,4,3,1,1,0.0,1,0.0,6.875232087276577,6.875232087276577,3,5,1,3,6.82001636467413,7.554334823725747,4,0.6931471805599453,4,9,8,0,0,2,2002.0,3,431,3,3,3,4.9126548857360515,0.0,0.0,0.0,0.0,0,2,4,2010,2,1,0.0,2.5,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.220473454337986
336,341,2,4.110873864173311,9.036106025364846,2,1,2,1,1,184900.0,2,2,3,4,4,1950,1950,2,4,1,1,0.0,2,2,1,3,2,1,1,0.0,1,0.0,6.582025138892826,6.582025138892826,3,4,1,3,0.0,6.735780014242327,2,0.6931471805599453,3,4,8,0,0,1,1950.0,1,294,3,3,1,5.525452939131784,0.0,3.218875824868201,0.0,0.0,0,2,9,2009,2,1,0.0,1.0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.314486721293981
337,343,3,4.158883083359672,9.088172738001974,2,2,2,1,1,314906.5,3,2,3,9,5,2005,2005,3,4,2,2,6.424869023905388,5,3,3,5,3,1,6,3.3672958299864737,1,0.0,7.412764017426562,7.429520842786462,3,5,1,3,0.0,7.429520842786462,2,0.6931471805599453,5,6,8,1,5,2,2005.0,2,564,3,3,3,6.206575926724928,4.290459441148391,0.0,0.0,0.0,0,2,7,2008,2,1,0.0,2.0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.491255347155265
338,344,2,3.610917912644224,7.8605707855386635,2,1,2,1,1,88000.0,3,2,4,5,3,1976,1976,2,2,3,1,0.0,3,3,1,4,3,1,3,4.867534450455582,4,5.4510384535657,5.170483995038151,6.285998094508865,3,3,1,3,6.3578422665081,7.014814351275545,3,0.6931471805599453,3,4,8,0,0,2,1976.0,1,336,3,3,3,5.2094861528414205,0.0,0.0,0.0,0.0,0,2,4,2010,2,1,0.0,1.5,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11.350418300109133
339,345,3,4.189654742026425,8.769662508112273,2,1,2,1,1,127000.0,3,2,2,6,5,1939,1950,2,4,2,1,0.0,3,3,1,3,3,1,1,0.0,1,0.0,6.880384082186005,6.880384082186005,3,4,1,3,6.406879986069313,7.363913501405818,3,0.6931471805599453,2,6,8,1,4,1,1939.0,1,312,3,3,3,0.0,0.0,0.0,0.0,0.0,0,2,10,2006,2,1,0.0,1.0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,11.850832386224806
340,346,3,4.248495242049359,9.455088847042775,2,2,2,2,1,141000.0,3,2,3,6,8,1960,1998,3,4,2,1,0.0,3,4,1,3,3,2,4,6.212606095751518,1,0.0,6.133398042996649,6.865891074883439,3,3,1,3,0.0,6.865891074883439,2,0.6931471805599453,3,5,8,0,0,2,1960.0,2,301,3,3,3,0.0,0.0,0.0,0.0,0.0,0,2,4,2007,2,1,0.0,1.0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,11.928347504569842
341,347,3,4.248495242049359,9.77571099759397,2,2,2,1,1,141000.0,3,2,3,6,5,1960,1960,2,4,2,2,3.4339872044851463,3,3,1,3,3,1,4,7.147559271189453,1,0.0,5.342334251964812,7.2991214627108,3,5,1,2,0.0,7.2991214627108,3,0.6931471805599453,3,6,8,2,4,2,1960.0,1,498,3,3,3,0.0,3.7135720667043084,0.0,0.0,0.0,0,2,12,2009,2,1,1.0,2.0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,11.967187086434018
342,348,3,3.610917912644224,7.803435056952168,2,1,2,1,1,314906.5,3,1,4,7,5,2003,2004,2,3,2,3,4.672828834461906,4,3,3,4,3,1,6,6.352629396319567,1,0.0,5.2574953720277815,6.639875833826536,3,5,1,3,6.760414691083428,7.394493107219037,2,0.6931471805599453,4,6,8,0,0,3,2003.0,2,474,3,3,3,0.0,3.332204510175204,0.0,0.0,0.0,0,2,10,2008,2,1,1.0,2.5,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.944714374881176
343,349,3,4.043051267834549,9.92485757827232,2,2,2,1,1,314906.5,3,2,4,9,5,2005,2006,3,2,3,2,6.769641976852503,5,3,3,5,3,1,6,7.2520539518528135,1,0.0,6.084499413075172,7.522400231387126,3,5,1,3,6.781057625936179,7.911690520708339,4,0.6931471805599453,5,10,8,2,5,2,2006.0,3,706,3,3,3,0.0,0.0,0.0,0.0,0.0,0,2,4,2006,3,2,1.0,2.5,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12.988043102265232
344,350,3,4.23410650459726,8.964567702601611,2,2,2,1,1,314906.5,3,2,3,9,5,2007,2007,3,4,2,2,5.8944028342648505,5,3,3,5,3,1,1,0.0,1,0.0,7.533693709848633,7.533693709848633,3,5,1,3,0.0,7.533693709848633,2,0.6931471805599453,5,6,8,1,4,2,2007.0,2,617,3,3,3,5.351858133476067,4.007333185232471,0.0,0.0,0.0,0,2,12,2007,3,2,0.0,2.0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.670001611311875
