,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,GrLivArea,Bedroom,Kitchen,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,BsmtBath,Bath,2Materials,MSZoning_RL,MSZoning_RM,Alley_No,LotShape_Reg,LotShape_IR1,LandContour_Lvl,LotConfig_Inside,LotConfig_Corner,LandSlope_Gtl,Condition1_Norm,BldgType_1Fam,HouseStyle_1Story,HouseStyle_2Story,RoofStyle_Gable,RoofStyle_Hip,Exterior1st_VinylSd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Wd Sdng,Exterior2nd_VinylSd,Exterior2nd_MetalSd,Exterior2nd_HdBoard,MasVnrType_None,MasVnrType_BrkFace,Foundation_PConc,Foundation_CBlock,BsmtExposure_No,BsmtExposure_Av,Heating_GasA,Electrical_SBrkr,GarageType_Attchd,GarageType_Detchd,PavedDrive_Y,MiscFeature_No,SaleType_WD,SaleCondition_Normal,MSSubClass_120,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSSubClass_150,SalePrice
299,3,4.394449154672439,9.546884034617925,2,1,2,1,1,200624.0,3,2,3,6,8,1950,2004,2,4,2,1,0.0,3,4,1,3,3,1,1,0.0,1,0.0,6.996681488176539,6.996681488176539,3,5,1,3,0.0,7.050122520269059,3,0.6931471805599453,4,6,8,1,4,2,1950.0,1,300,3,3,3,0.0,3.6109179126442243,0.0,0.0,0.0,4,2,8,2009,2,1,0.5,1.0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.973516181427835
300,3,4.51085950651685,9.664659134301736,2,1,2,1,1,200624.0,3,1,3,5,5,1953,1953,3,4,2,2,4.04305126783455,3,3,1,3,3,2,4,6.7357800142423265,1,0.0,5.783825182329737,7.061334366910438,3,3,1,3,0.0,7.198183577101943,2,0.6931471805599453,3,5,8,2,4,2,1953.0,1,375,3,3,3,0.0,0.0,0.0,0.0,0.0,0,2,6,2006,2,1,1.0,1.0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.964007453736912
302,3,4.77912349311153,9.525516008736886,2,2,2,1,1,197200.0,3,2,3,7,5,2001,2002,2,3,2,2,5.017279836814924,4,3,3,4,3,1,1,0.0,1,0.0,7.340835554123275,7.340835554123275,3,5,1,3,0.0,7.340835554123275,3,0.6931471805599453,4,6,8,1,3,2,2001.0,2,843,3,3,3,6.150602768446279,4.406719247264253,0.0,0.0,0.0,0,2,1,2006,2,1,0.0,2.0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.230770136157428
303,3,4.2626798770413155,9.19023970026918,2,1,2,1,1,197200.0,3,2,3,5,7,1972,1972,2,3,2,1,0.0,3,3,3,3,3,1,5,6.796823718274855,1,0.0,0.0,6.796823718274855,3,3,1,3,0.0,6.796823718274855,3,0.6931471805599453,3,5,8,0,0,2,1975.0,1,552,3,3,3,5.54907608489522,0.0,0.0,0.0,0.0,2,2,7,2006,2,1,1.0,1.0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.917730355182513
306,3,4.762173934797756,9.508591395777199,2,1,2,1,1,184900.0,2,2,4,7,5,1990,1991,2,4,2,2,5.5093883366279774,4,3,1,4,3,1,5,6.55250788703459,1,0.0,0.0,6.55250788703459,3,4,1,3,7.022868086082641,7.716015266642587,4,0.6931471805599453,4,8,8,1,3,2,1990.0,2,746,3,3,3,4.852030263919617,3.8066624897703196,5.41610040220442,0.0,0.0,0,2,6,2007,2,1,1.0,2.5,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.323860125621126
307,2,4.248495242049359,8.97727273946428,1,2,2,1,1,106500.0,1,2,2,6,7,1920,1950,2,4,2,1,0.0,3,2,1,3,3,1,1,0.0,1,0.0,5.768320995793772,5.768320995793772,3,3,1,2,5.918893854273146,7.249215057114389,3,0.6931471805599453,2,6,8,0,0,1,1920.0,0,0,0,0,1,0.0,4.976733742420574,0.0,0.0,0.0,3,2,3,2008,2,1,0.0,1.0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.402005077384885
308,3,4.248495242049359,9.42084437974393,2,2,2,1,1,121250.0,3,2,3,4,5,1940,1950,2,3,2,1,0.0,3,3,1,3,3,1,4,5.572154032177765,1,0.0,6.396929655216146,6.759255270663693,3,5,1,3,0.0,6.759255270663693,1,0.6931471805599453,3,4,8,0,0,1,1961.0,1,539,3,3,3,5.0689042022202315,0.0,0.0,0.0,0.0,0,2,3,2009,2,1,0.0,1.0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.320565693461432
310,3,4.248495242049359,8.94715577112479,2,2,2,1,1,181000.0,3,2,4,6,5,1993,1994,2,4,2,2,4.727387818712341,3,3,3,4,3,1,5,6.251903883165888,1,0.0,5.19295685089021,6.548219102762372,3,4,1,3,6.690842277418564,7.31455283232408,3,0.6931471805599453,4,6,8,1,3,2,1993.0,3,420,3,3,3,5.25227342804663,4.1588830833596715,0.0,0.0,0.0,0,2,5,2006,2,1,0.0,2.5,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.017336559562407
311,3,3.9318256327243257,8.987321812850125,2,1,2,1,1,141000.0,3,2,3,6,6,1948,2002,2,3,2,1,0.0,3,4,1,3,3,1,5,6.523562306149512,1,0.0,5.680172609017068,6.880384082186005,3,5,1,3,0.0,6.880384082186005,2,0.6931471805599453,3,5,8,1,4,1,1948.0,1,240,3,3,3,0.0,0.0,0.0,0.0,0.0,0,2,5,2009,2,1,1.0,1.0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.790564777297387
312,2,4.189654742026425,8.962007209588313,2,1,2,1,1,118250.0,1,1,2,5,7,1939,1950,2,4,2,1,0.0,3,3,1,4,3,2,3,6.230481447578482,1,0.0,5.659482215759621,6.677083461247136,3,3,1,3,5.786897381366708,7.020190708311925,3,0.6931471805599453,3,5,8,1,4,1,1939.0,1,410,3,3,3,0.0,0.0,0.0,0.0,5.605802066295998,3,2,5,2006,2,1,1.0,1.0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.694421681264394
314,2,4.110873864173311,9.169622538697624,1,1,2,1,1,118250.0,3,2,4,7,7,1925,1990,2,4,2,1,0.0,3,3,1,3,4,1,2,2.833213344056216,1,0.0,6.569481420414296,6.591673732008658,3,5,1,3,6.697034247666484,7.403670290012373,3,0.6931471805599453,5,6,8,1,4,1,1925.0,1,546,2,3,3,0.0,0.0,5.459585514144159,0.0,0.0,0,2,8,2006,2,1,0.5,1.5,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.08954444723597
315,3,4.276666119016055,8.961366060627451,2,2,2,1,1,181000.0,3,2,4,7,5,2004,2005,2,3,2,1,0.0,4,3,3,4,3,1,6,6.054439346269371,1,0.0,5.676753802268282,6.57507584059962,3,5,1,3,6.57507584059962,7.267525427828172,3,0.6931471805599453,4,6,8,1,4,2,2004.0,3,432,3,3,3,4.61512051684126,3.9512437185814275,0.0,0.0,0.0,0,2,7,2009,2,1,1.0,2.5,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.146858590895919
319,3,4.248495242049359,9.55506418479516,2,1,2,1,1,182900.0,3,2,3,7,5,1980,1980,2,3,2,2,5.420534999272286,3,3,1,4,3,2,6,6.9440872082295275,1,0.0,5.820082930352362,7.224753405767971,3,3,1,3,0.0,7.29505641646263,3,0.6931471805599453,3,6,8,2,3,2,1980.0,1,588,3,3,3,5.455321115357702,3.8918202981106265,0.0,0.0,0.0,0,2,6,2009,2,1,1.0,2.0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.141539457711714
323,2,3.912023005428146,8.669227347271736,2,1,2,1,1,118250.0,3,2,3,3,8,1955,2005,2,3,2,1,0.0,3,4,1,3,3,1,5,5.54907608489522,1,0.0,6.810142450115136,7.0587581525186645,3,5,1,3,0.0,7.059617628291383,3,0.6931471805599453,3,6,8,0,0,2,1955.0,1,220,2,3,3,4.962844630259907,4.59511985013459,0.0,0.0,0.0,0,2,7,2006,2,1,1.0,1.0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.745433036677353
324,3,4.574710978503383,9.330431852234003,2,1,2,1,1,141000.0,4,2,3,7,7,1967,2007,3,4,2,2,5.707110264748875,4,4,1,4,3,1,1,0.0,1,0.0,6.566672429803241,6.566672429803241,3,5,1,3,6.985641817639208,7.999342952713282,5,0.6931471805599453,4,11,8,1,4,3,1961.0,3,564,3,3,3,5.484796933490655,0.0,0.0,0.0,0.0,0,2,6,2010,2,1,0.0,2.5,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.396697137361691
325,2,3.9318256327243257,8.517393171418904,2,1,2,1,1,106500.0,2,2,1,5,6,1941,1950,2,4,2,1,0.0,3,3,1,3,3,2,4,4.762173934797756,1,0.0,6.405228458030842,6.580639137284949,3,1,0,2,0.0,6.6895992691789665,2,0.6931471805599453,3,5,8,0,0,1,1941.0,1,360,3,3,3,0.0,0.0,5.501258210544727,0.0,0.0,0,2,12,2007,2,1,0.0,1.0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.373674891823535
327,3,4.394449154672439,9.358846580275406,2,1,2,1,1,141000.0,3,2,3,6,5,1960,1960,3,4,2,2,5.170483995038151,3,3,1,3,3,1,3,6.338594078203183,1,0.0,6.70808408385307,7.232733136177615,3,3,1,3,0.0,7.232733136177615,3,0.6931471805599453,3,7,8,0,0,2,1960.0,2,292,3,3,3,0.0,3.828641396489095,0.0,0.0,0.0,0,2,4,2006,2,1,0.0,1.5,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.886218559372042
328,3,4.248495242049359,9.383368881858544,2,2,1,1,1,127000.0,4,2,2,6,6,1916,1994,2,4,2,1,0.0,3,3,1,3,3,1,1,0.0,1,0.0,6.739336627357174,6.739336627357174,3,4,0,2,6.536691597591305,7.666221925662725,5,0.6931471805599453,4,10,8,0,0,1,1930.0,1,441,3,3,3,0.0,4.110873864173311,5.594711379601839,0.0,0.0,0,2,7,2009,2,1,0.0,2.0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.276069679344003
329,2,4.110873864173311,8.764521909518802,2,1,2,1,1,106500.0,3,2,4,5,5,1920,1950,2,4,2,1,0.0,3,3,3,3,3,2,1,0.0,1,0.0,6.391917113392602,6.391917113392602,3,3,0,3,6.391917113392602,7.084226422097916,3,0.6931471805599453,3,6,8,0,0,1,1920.0,1,189,2,2,1,0.0,0.0,4.927253685157205,0.0,0.0,2,2,7,2009,2,1,0.0,1.0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.264476926102367
330,3,4.248495242049359,9.270964993792617,2,2,2,1,1,141000.0,3,1,3,5,4,1964,1964,2,4,2,2,4.442651256490317,3,3,1,3,3,1,6,3.713572066704308,3,5.579729825986222,7.261927092702751,7.455298485683291,3,3,1,3,0.0,7.455298485683291,6,1.0986122886681098,3,10,8,0,0,1,2002.0,1,352,3,3,3,5.049856007249537,0.0,0.0,0.0,0.0,0,2,11,2007,2,1,0.5,2.0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.686887175419702
331,3,4.2626798770413155,9.009080614161977,2,1,2,1,1,141000.0,3,2,3,5,6,1958,1992,2,4,2,1,0.0,3,3,1,3,3,1,3,6.741700694652055,1,0.0,5.351858133476067,6.963189985870238,3,2,1,3,0.0,6.963189985870238,3,0.6931471805599453,3,6,8,0,0,2,1958.0,2,308,3,3,3,0.0,0.0,0.0,0.0,0.0,0,2,8,2007,2,1,1.0,1.0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.842236406331555
334,3,4.0943445622221,9.10974625674048,2,2,2,1,1,181000.0,3,2,4,6,5,1998,1998,2,3,2,1,0.0,3,3,3,4,3,3,6,6.720220155135295,1,0.0,4.7535901911063645,6.8501261661455,3,4,1,3,6.54534966033442,7.40184157874383,3,0.6931471805599453,3,7,8,2,3,2,1998.0,3,472,3,3,3,4.61512051684126,3.6635616461296463,0.0,0.0,0.0,0,2,7,2008,2,1,1.0,2.5,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.165255859329688
337,3,4.2626798770413155,9.119977931895791,2,1,2,1,1,197200.0,3,2,3,7,5,2002,2003,2,3,2,2,4.736198448394496,4,3,3,4,3,2,6,6.698268054115413,1,0.0,6.588926477533519,7.337587743538596,3,5,1,3,0.0,7.337587743538596,3,0.6931471805599453,4,7,8,0,0,2,2002.0,2,532,3,3,3,5.262690188904886,4.31748811353631,0.0,0.0,0.0,0,2,12,2008,2,1,1.0,2.0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.273735966890268
338,3,4.5217885770490405,9.557187177595935,2,1,2,1,1,182900.0,3,2,3,7,7,1984,1998,2,4,2,1,0.0,4,3,1,4,3,2,5,5.365976015021851,1,0.0,6.903747257584598,7.097548850614793,3,5,1,3,0.0,7.3914152346753585,3,0.6931471805599453,4,8,8,0,0,2,1984.0,2,440,3,3,3,4.6913478822291435,3.828641396489095,0.0,0.0,0.0,0,2,5,2006,2,1,1.0,2.0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.218500103788143
339,3,4.204692619390966,9.425532393502772,2,2,2,1,1,141000.0,2,2,3,6,7,1958,1998,3,4,2,2,5.176149732573829,3,3,1,3,2,1,3,6.373319789577012,1,0.0,6.447305862541213,7.103322062526113,3,3,1,2,0.0,7.103322062526113,3,0.6931471805599453,3,6,8,0,0,2,1958.0,1,297,3,3,3,0.0,0.0,0.0,0.0,5.459585514144159,0,2,6,2009,2,1,0.0,1.0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.951186847493476
341,2,4.110873864173311,9.036106025364846,2,1,2,1,1,184900.0,2,2,3,4,4,1950,1950,2,4,1,1,0.0,2,2,1,3,2,1,1,0.0,1,0.0,6.582025138892826,6.582025138892826,3,4,1,3,0.0,6.7357800142423265,2,0.6931471805599453,3,4,8,0,0,1,1950.0,1,294,3,3,1,5.5254529391317835,0.0,3.2188758248682006,0.0,0.0,0,2,9,2009,2,1,0.0,1.0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.314486721293981
344,2,3.6109179126442243,7.860570785538664,2,1,2,1,1,88000.0,3,2,4,5,3,1976,1976,2,2,3,1,0.0,3,3,1,4,3,1,3,4.867534450455582,4,5.4510384535657,5.170483995038151,6.285998094508865,3,3,1,3,6.3578422665081,7.014814351275545,3,0.6931471805599453,3,4,8,0,0,2,1976.0,1,336,3,3,3,5.209486152841421,0.0,0.0,0.0,0.0,0,2,4,2010,2,1,0.0,1.5,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.350418300109132
345,3,4.189654742026425,8.769662508112274,2,1,2,1,1,127000.0,3,2,2,6,5,1939,1950,2,4,2,1,0.0,3,3,1,3,3,1,1,0.0,1,0.0,6.880384082186005,6.880384082186005,3,4,1,3,6.406879986069314,7.363913501405819,3,0.6931471805599453,2,6,8,1,4,1,1939.0,1,312,3,3,3,0.0,0.0,0.0,0.0,0.0,0,2,10,2006,2,1,0.0,1.0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.850832386224807
346,3,4.248495242049359,9.455088847042777,2,2,2,2,1,141000.0,3,2,3,6,8,1960,1998,3,4,2,1,0.0,3,4,1,3,3,2,4,6.212606095751519,1,0.0,6.133398042996649,6.8658910748834385,3,3,1,3,0.0,6.8658910748834385,2,0.6931471805599453,3,5,8,0,0,2,1960.0,2,301,3,3,3,0.0,0.0,0.0,0.0,0.0,0,2,4,2007,2,1,0.0,1.0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.928347504569842
347,3,4.248495242049359,9.77571099759397,2,2,2,1,1,141000.0,3,2,3,6,5,1960,1960,2,4,2,2,3.4339872044851463,3,3,1,3,3,1,4,7.147559271189454,1,0.0,5.342334251964811,7.2991214627108,3,5,1,2,0.0,7.2991214627108,3,0.6931471805599453,3,6,8,2,4,2,1960.0,1,498,3,3,3,0.0,3.713572066704308,0.0,0.0,0.0,0,2,12,2009,2,1,1.0,2.0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.967187086434018
351,3,4.248495242049359,8.570165076182343,2,2,3,1,2,200500.0,3,2,3,7,5,1986,1986,2,4,2,1,0.0,3,3,3,4,3,3,6,6.9874902470009905,1,0.0,5.918893854273146,7.282073658093465,3,4,1,3,0.0,7.282073658093465,2,0.6931471805599453,4,6,8,1,3,2,1986.0,2,445,3,3,3,0.0,4.394449154672439,0.0,0.0,5.220355825078324,0,2,12,2006,2,1,1.0,1.5,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.154784614286667
352,3,4.110873864173311,9.114379980830272,2,1,2,1,1,121250.0,1,2,2,5,6,1941,1950,2,3,2,1,0.0,3,3,1,3,2,2,2,5.4680601411351315,3,5.942799375126701,0.0,6.424869023905388,3,3,0,3,6.206575926724928,7.013915474810528,3,0.6931471805599453,3,5,8,0,0,1,1941.0,1,200,3,2,3,3.8918202981106265,0.0,0.0,0.0,0.0,0,2,3,2008,1,1,0.5,1.0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.461642696843066
353,2,4.110873864173311,9.050288983827956,2,1,2,1,1,118250.0,3,2,3,6,8,1928,2003,2,3,2,1,0.0,3,4,1,3,3,1,1,0.0,1,0.0,6.437751649736401,6.437751649736401,3,4,1,3,0.0,6.580639137284949,2,0.6931471805599453,3,5,8,0,0,1,2005.0,1,484,3,3,3,4.672828834461906,0.0,0.0,0.0,0.0,0,2,5,2010,2,1,0.0,1.0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.570259974415547
354,3,4.110873864173311,9.036106025364846,2,1,1,1,1,139500.0,3,2,2,6,5,1940,2000,2,4,2,1,0.0,3,3,1,3,3,1,2,5.963579343618446,1,0.0,6.315358001522335,6.846943139585379,3,5,1,3,6.0014148779611505,7.3752557780097545,2,0.6931471805599453,3,6,8,2,4,2,1940.0,1,240,3,3,3,0.0,0.0,4.6913478822291435,0.0,0.0,0,2,6,2006,2,1,0.0,1.0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.849404844423074
355,3,4.663439094112067,9.328123407632566,2,2,2,1,1,197200.0,3,2,3,6,5,1995,1995,2,3,2,1,0.0,4,4,3,4,4,1,5,5.814130531825066,4,6.300785794663244,5.777652323222656,7.0909098220799835,3,5,1,3,0.0,7.0909098220799835,3,0.6931471805599453,4,6,8,0,0,2,1995.0,2,521,3,3,3,0.0,3.295836866004329,0.0,0.0,0.0,0,2,8,2007,2,1,1.0,2.0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.086731521684555
356,3,4.248495242049359,9.13227071655426,2,2,2,1,1,181000.0,3,2,3,6,6,1992,1992,2,4,2,2,4.672828834461906,3,3,3,4,3,1,6,6.329720905522696,1,0.0,6.395261598115449,7.055312843339752,3,4,1,3,0.0,7.0630481633881725,3,0.6931471805599453,4,6,8,0,0,2,1992.0,2,400,3,3,3,4.795790545596741,3.295836866004329,0.0,0.0,0.0,0,2,7,2009,2,1,1.0,2.0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.06105265381003
357,2,3.8066624897703196,8.348774539791274,2,1,2,1,1,88000.0,3,2,3,5,5,1976,1976,2,2,3,1,0.0,3,3,3,4,3,1,5,6.774223886357614,1,0.0,5.594711379601839,7.04141166379481,3,3,1,3,0.0,7.04141166379481,3,0.6931471805599453,3,6,8,1,1,2,1976.0,3,528,3,3,3,6.285998094508865,4.51085950651685,0.0,0.0,0.0,3,2,8,2007,2,1,1.0,1.5,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.80560254159177
358,3,4.532599493153256,8.843759381917984,2,2,2,1,1,200500.0,3,2,3,5,4,1958,1958,3,4,2,2,4.795790545596741,3,3,1,3,3,2,4,5.707110264748875,3,5.68697535633982,6.150602768446279,6.968850378341948,3,5,1,2,0.0,7.210079628170788,3,0.6931471805599453,4,6,6,0,0,3,1958.0,1,288,3,3,3,5.1298987149230735,0.0,5.68697535633982,0.0,0.0,0,2,7,2006,2,1,0.5,1.0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.775297421715827
360,3,4.248495242049359,8.928110078202646,2,2,2,2,1,154750.0,3,2,2,6,6,1978,1978,2,3,2,1,0.0,3,3,1,4,3,2,6,6.651571873589727,1,0.0,4.7535901911063645,6.790097235513905,3,5,1,3,0.0,6.816735880594968,2,0.6931471805599453,3,5,8,1,3,2,1978.0,2,470,3,3,3,0.0,0.0,0.0,0.0,5.262690188904886,3,2,6,2007,2,1,1.0,1.0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.957617696467539
