MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,GrLivArea,Bedroom,Kitchen,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,BsmtBath,Bath,2Materials,MSZoning_RL,MSZoning_RM,Alley_No,LotShape_Reg,LotShape_IR1,LandContour_Lvl,LotConfig_Inside,LotConfig_Corner,LandSlope_Gtl,Condition1_Norm,BldgType_1Fam,HouseStyle_1Story,HouseStyle_2Story,RoofStyle_Gable,RoofStyle_Hip,Exterior1st_VinylSd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Wd Sdng,Exterior2nd_VinylSd,Exterior2nd_MetalSd,Exterior2nd_HdBoard,MasVnrType_None,MasVnrType_BrkFace,Foundation_PConc,Foundation_CBlock,BsmtExposure_No,BsmtExposure_Av,Heating_GasA,Electrical_SBrkr,GarageType_Attchd,GarageType_Detchd,PavedDrive_Y,MiscFeature_No,SaleType_WD,SaleCondition_Normal,MSSubClass_120,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSSubClass_150,SalePrice
3,4.189654742026425,9.0320506762956,2,2,2,1,1,184900.0,3,2,4,6,5,2004,2004,2,3,2,1,0.0,4,3,3,4,3,1,1,0.0,1,0.0,6.683360945766275,6.683360945766275,3,5,1,3,6.736966958001855,7.40306109109009,3,0.6931471805599453,4,6,8,0,0,2,2004.0,2,520,3,3,3,4.934473933130692,3.828641396489095,0.0,0.0,0.0,0,2,12,2008,2,1,0.0,2.5,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.061052653810028
3,4.204692619390967,9.075551045627543,2,2,2,1,1,181000.0,3,2,4,7,5,1999,1999,2,3,2,2,5.71373280550937,4,3,3,4,3,1,1,0.0,1,0.0,6.883462586413093,6.883462586413093,3,5,1,3,7.160069207596128,7.73718007783463,4,0.6931471805599453,4,8,8,1,3,3,1999.0,3,429,3,3,3,5.2626901889048865,0.0,0.0,0.0,0.0,0,2,2,2006,2,1,0.0,2.5,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.345838935721968
3,4.174387269895637,9.081597496083457,2,2,2,1,1,225500.0,3,2,4,6,5,2003,2003,2,3,2,1,0.0,4,3,3,4,3,1,3,6.222576268071369,1,0.0,5.891644211825772,6.762729506931878,3,5,1,3,6.762729506931878,7.455298485683291,3,0.6931471805599453,4,7,8,0,0,2,2003.0,2,673,3,3,3,5.37989735354046,4.043051267834549,0.0,0.0,0.0,0,2,5,2008,2,1,0.0,2.5,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.242891437918384
3,4.23410650459726,9.08421009483197,2,1,2,1,1,197200.0,3,2,3,7,5,2006,2006,2,3,2,3,5.198497031265826,4,3,3,4,3,1,6,7.196686570834349,1,0.0,5.602118820879701,7.380879035564116,3,5,1,3,0.0,7.380879035564116,3,0.6931471805599453,4,8,8,1,4,2,2006.0,2,660,3,3,3,4.820281565605037,4.709530201312334,0.0,0.0,0.0,0,2,3,2009,2,1,1.0,2.5,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.301387370778713
3,4.394449154672439,9.428350771178645,2,1,2,1,1,197200.0,3,2,4,7,5,2001,2001,2,3,2,2,5.153291594497778,4,3,3,4,3,1,6,5.891644211825772,1,0.0,6.401917196727187,6.871091294610546,3,5,1,3,6.721425700790642,7.491645473605133,3,0.6931471805599453,4,7,8,1,3,2,2001.0,2,564,3,3,3,0.0,4.574710978503383,0.0,5.5053315359323625,0.0,0,2,5,2008,2,1,0.0,2.5,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.352339472153526
3,4.248495242049359,9.168371887153679,2,2,2,1,1,197200.0,3,2,4,8,5,2007,2007,2,2,3,3,5.602118820879701,4,3,3,5,3,1,1,0.0,1,0.0,7.301822342137933,7.301822342137933,3,5,1,3,6.996681488176539,7.853604813097838,3,0.6931471805599453,5,10,8,1,4,3,2007.0,3,868,3,3,3,0.0,5.003946305945459,0.0,0.0,0.0,0,2,11,2007,3,2,0.0,2.5,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.528159767881132
3,4.3694478524670215,9.400216653174247,2,2,2,1,1,182900.0,3,2,3,6,6,1981,1981,2,4,2,2,5.351858133476067,3,4,1,4,3,1,6,6.3784261836515865,2,5.433722003554241,6.4085287910594975,7.260522598089852,3,3,1,3,0.0,7.260522598089852,3,0.6931471805599453,4,7,8,1,3,2,1981.0,3,576,3,3,3,5.6240175061873385,0.0,0.0,0.0,0.0,4,2,6,2008,2,1,0.0,2.0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.075400019877524
3,4.262679877041316,9.324383088016845,2,2,4,1,1,181000.0,3,2,4,6,5,1997,1997,2,3,2,1,0.0,3,3,3,4,3,2,6,6.572282542694008,1,0.0,4.48863636973214,6.688354713946763,3,4,1,3,6.565264970035361,7.321188556739478,3,0.6931471805599453,3,8,8,1,3,2,1997.0,3,413,3,3,3,4.564348191467836,4.330733340286331,0.0,0.0,0.0,0,2,6,2006,2,1,1.0,2.5,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.128116509451258
3,4.442651256490317,9.280705634636746,2,1,2,1,1,225500.0,3,2,4,8,5,2006,2006,2,3,2,1,0.0,4,3,3,4,3,2,1,0.0,1,0.0,6.99942246750796,6.99942246750796,3,4,1,3,6.739336627357174,7.570443252057373,3,0.6931471805599453,4,8,8,1,4,2,2006.0,2,1053,3,3,3,5.2626901889048865,3.951243718581428,0.0,0.0,0.0,0,2,8,2006,3,2,0.0,2.5,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.491255347155265
3,4.30406509320417,10.574005615035713,2,2,3,2,2,200500.0,3,2,3,7,7,1954,2005,3,3,2,1,0.0,3,3,1,4,3,3,2,5.424950017481403,6,6.96979066990159,4.574710978503383,7.234177179749849,3,5,1,3,0.0,7.218176838403408,2,0.6931471805599453,3,5,5,2,3,2,1954.0,1,439,3,3,3,4.4067192472642525,0.0,0.0,0.0,0.0,0,2,4,2008,2,1,1.0,1.0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.394628892852941
3,4.948759890378168,9.859483417038073,2,1,2,1,1,181000.0,3,2,3,4,5,1951,1951,2,3,2,1,0.0,3,3,1,3,3,1,2,4.795790545596741,1,0.0,6.61338421837956,6.762729506931878,3,5,1,3,0.0,6.762729506931878,2,0.6931471805599453,3,4,8,0,0,1,1951.0,1,400,3,3,3,0.0,0.0,0.0,0.0,0.0,0,2,6,2010,2,1,0.0,1.0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.856522261533735
3,4.430816798843313,9.21094019204815,2,1,2,1,1,200500.0,3,2,4,7,5,1977,1977,3,3,2,2,5.703782474656202,3,3,1,4,3,1,4,5.973809611869261,1,0.0,6.6450909695056435,7.057036981697892,3,5,1,3,6.765038976780541,7.612336837167746,4,0.6931471805599453,3,8,8,1,3,2,1977.0,3,505,3,3,3,5.666426688112433,4.770684624465665,0.0,0.0,0.0,0,2,3,2008,2,1,0.0,2.5,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.165255859329688
3,4.418840607796597,9.33149549353265,2,1,2,1,1,184900.0,3,2,4,7,6,1989,1989,2,3,2,2,5.831882477283517,4,3,1,4,3,2,6,6.045005314036013,1,0.0,5.958424693029783,6.694562058521094,3,4,1,3,6.694562058521094,7.592366128519796,3,0.6931471805599453,4,7,8,1,3,2,1989.0,3,575,3,3,3,0.0,4.442651256490317,0.0,5.2832037287379885,0.0,0,2,1,2007,2,1,0.0,2.5,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.339295865674437
3,4.110873864173311,8.881975184248867,2,1,2,1,1,225500.0,3,2,3,6,5,2006,2006,2,3,2,3,4.23410650459726,4,3,3,4,3,1,6,6.80903930604298,1,0.0,5.880532986400699,7.141245122350491,3,4,1,3,0.0,7.141245122350491,2,0.6931471805599453,4,5,8,0,0,2,2006.0,3,572,3,3,3,0.0,4.795790545596741,0.0,0.0,0.0,0,2,5,2006,3,2,0.0,2.0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.128116509451258
3,4.31748811353631,9.170871628065816,2,1,2,1,1,225500.0,2,2,3,8,5,2008,2009,2,3,2,3,4.290459441148391,4,3,3,4,3,1,1,0.0,1,0.0,7.292337176173878,7.292337176173878,3,5,1,3,0.0,7.292337176173878,3,0.6931471805599453,4,6,8,1,4,2,2008.0,3,898,3,3,3,5.351858133476067,5.017279836814924,0.0,0.0,0.0,0,2,12,2009,3,2,0.0,2.0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.407383590534293
3,3.9318256327243257,8.98882050177807,2,1,2,1,1,184900.0,3,2,3,6,5,1992,1992,2,3,2,1,0.0,4,3,3,4,3,1,6,6.0661080901037465,1,0.0,7.044032897274685,7.362645270417825,3,4,1,3,0.0,7.362645270417825,2,0.6931471805599453,4,5,8,0,0,2,1992.0,2,529,3,3,3,0.0,0.0,3.970291913552122,0.0,0.0,0,2,7,2007,2,1,1.0,2.0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.09626335986454
3,3.58351893845611,8.355144739461839,2,2,2,1,1,225500.0,3,2,4,7,5,2006,2007,2,4,2,1,0.0,4,3,3,4,3,1,1,0.0,1,0.0,6.439350371100098,6.439350371100098,3,5,1,3,6.439350371100098,7.131698510466912,2,0.6931471805599453,4,5,8,0,0,1,2006.0,2,528,3,3,3,0.0,4.007333185232471,0.0,0.0,0.0,0,2,6,2007,3,2,0.0,2.5,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.011886987792716
3,4.795790545596741,9.655795128300506,2,1,2,1,1,197200.0,3,2,4,8,5,2006,2006,2,3,2,1,0.0,4,3,3,4,3,2,1,0.0,1,0.0,6.984716320118267,6.984716320118267,3,5,1,3,6.734591659972947,7.560080465021827,3,0.6931471805599453,4,8,8,1,4,2,2006.0,2,685,4,3,3,0.0,3.951243718581428,0.0,0.0,0.0,0,2,7,2006,3,2,0.0,2.5,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.359784657728285
3,4.248495242049359,9.720765915720834,2,2,2,1,1,182900.0,4,2,4,7,7,1977,1994,2,3,2,2,3.555348061489413,3,3,1,3,3,1,5,6.679599185844383,1,0.0,0.0,6.679599185844383,3,2,1,3,6.679599185844383,7.724888439323074,3,0.6931471805599453,4,9,8,1,3,2,1977.0,3,539,3,3,3,0.0,5.525452939131784,0.0,0.0,0.0,0,2,3,2006,2,1,1.0,2.5,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.367345048436393
3,4.204692619390967,8.909235279192261,2,2,2,1,1,225500.0,3,2,4,7,5,1997,1998,3,3,2,2,7.378383712996714,4,3,3,4,3,1,4,6.476972362889682,1,0.0,5.7899601708972535,6.883462586413093,3,5,1,3,6.883462586413093,7.576097340623112,3,0.6931471805599453,4,7,8,1,3,1,1997.0,2,576,3,3,3,0.0,2.3978952727983707,0.0,0.0,5.293304824724492,0,2,6,2007,2,1,0.0,2.5,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.384223015005311
3,4.51085950651685,9.367429587218957,2,1,2,1,1,182900.0,3,2,4,6,6,1968,1968,3,4,2,2,5.902633333401367,4,3,1,3,3,1,5,5.9532433342877855,3,5.170483995038151,4.969813299576002,6.555356891810665,3,4,1,3,6.555356891810665,7.463936604468925,3,0.6931471805599453,3,7,8,1,4,2,1968.0,1,539,3,3,3,5.416100402204419,0.0,0.0,0.0,0.0,0,2,6,2007,2,1,0.5,2.0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.07254696717504
3,4.394449154672439,9.546884034617923,2,1,2,1,1,200624.0,3,2,3,6,8,1950,2004,2,4,2,1,0.0,3,4,1,3,3,1,1,0.0,1,0.0,6.996681488176539,6.996681488176539,3,5,1,3,0.0,7.050122520269059,3,0.6931471805599453,4,6,8,1,4,2,1950.0,1,300,3,3,3,0.0,3.610917912644224,0.0,0.0,0.0,4,2,8,2009,2,1,0.5,1.0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.973516181427836
3,4.51085950651685,9.664659134301736,2,1,2,1,1,200624.0,3,1,3,5,5,1953,1953,3,4,2,2,4.043051267834549,3,3,1,3,3,2,4,6.735780014242327,1,0.0,5.783825182329737,7.061334366910438,3,3,1,3,0.0,7.1981835771019425,2,0.6931471805599453,3,5,8,2,4,2,1953.0,1,375,3,3,3,0.0,0.0,0.0,0.0,0.0,0,2,6,2006,2,1,1.0,1.0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.964007453736913
3,4.204692619390967,9.694431800539538,2,2,2,1,1,197200.0,3,2,4,8,5,1998,1999,2,3,2,1,0.0,4,3,3,4,3,1,6,5.641907070938113,1,0.0,6.617402977974478,6.9363427358340495,3,5,1,3,7.125283091510712,7.8050670442584895,4,0.6931471805599453,4,9,8,1,3,3,1998.0,3,683,3,3,3,5.342334251964812,3.9318256327243257,0.0,0.0,0.0,0,2,5,2007,2,1,0.0,2.5,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.495007682693725
3,4.7791234931115305,9.525516008736886,2,2,2,1,1,197200.0,3,2,3,7,5,2001,2002,2,3,2,2,5.017279836814924,4,3,3,4,3,1,1,0.0,1,0.0,7.3408355541232755,7.3408355541232755,3,5,1,3,0.0,7.3408355541232755,3,0.6931471805599453,4,6,8,1,3,2,2001.0,2,843,3,3,3,6.150602768446278,4.4067192472642525,0.0,0.0,0.0,0,2,1,2006,2,1,0.0,2.0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.230770136157426
3,4.262679877041316,9.19023970026918,2,1,2,1,1,197200.0,3,2,3,5,7,1972,1972,2,3,2,1,0.0,3,3,3,3,3,1,5,6.796823718274855,1,0.0,0.0,6.796823718274855,3,3,1,3,0.0,6.796823718274855,3,0.6931471805599453,3,5,8,0,0,2,1975.0,1,552,3,3,3,5.54907608489522,0.0,0.0,0.0,0.0,2,2,7,2006,2,1,1.0,1.0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.917730355182512
3,4.394449154672439,9.248310303227813,2,1,2,1,1,197200.0,3,2,3,8,5,2004,2005,2,2,3,3,5.5093883366279774,4,3,3,4,3,1,6,7.289610521451168,1,0.0,6.285998094508865,7.601402334583732,3,5,1,3,0.0,7.601402334583732,3,0.6931471805599453,4,8,8,0,0,2,2004.0,3,888,3,3,3,5.1298987149230735,0.0,0.0,0.0,0.0,0,2,7,2007,2,1,1.0,2.0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.63101679917582
3,4.762173934797756,9.508591395777199,2,1,2,1,1,184900.0,2,2,4,7,5,1990,1991,2,4,2,2,5.5093883366279774,4,3,1,4,3,1,5,6.55250788703459,1,0.0,0.0,6.55250788703459,3,4,1,3,7.022868086082642,7.7160152666425885,4,0.6931471805599453,4,8,8,1,3,2,1990.0,2,746,3,3,3,4.852030263919617,3.80666248977032,5.416100402204419,0.0,0.0,0,2,6,2007,2,1,1.0,2.5,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.323860125621126
3,4.248495242049359,8.94715577112479,2,2,2,1,1,181000.0,3,2,4,6,5,1993,1994,2,4,2,2,4.727387818712341,3,3,3,4,3,1,5,6.2519038831658875,1,0.0,5.1929568508902095,6.548219102762372,3,4,1,3,6.690842277418564,7.314552832324081,3,0.6931471805599453,4,6,8,1,3,2,1993.0,3,420,3,3,3,5.25227342804663,4.158883083359672,0.0,0.0,0.0,0,2,5,2006,2,1,0.0,2.5,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.017336559562409
3,5.017279836814924,12.279536839074336,2,2,3,1,2,228475.0,3,2,3,7,5,1965,1965,3,1,2,1,0.0,3,3,1,4,3,3,5,7.120444372392488,3,6.710523109452428,4.394449154672439,7.667158255319147,2,3,1,3,0.0,7.6192334162268045,3,0.6931471805599453,3,8,8,2,4,2,1965.0,2,513,3,3,3,0.0,0.0,0.0,0.0,0.0,0,2,6,2009,2,1,2.0,2.0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.83468397161566
3,4.276666119016055,8.961366060627451,2,2,2,1,1,181000.0,3,2,4,7,5,2004,2005,2,3,2,1,0.0,4,3,3,4,3,1,6,6.054439346269372,1,0.0,5.676753802268282,6.57507584059962,3,5,1,3,6.57507584059962,7.267525427828172,3,0.6931471805599453,4,6,8,1,4,2,2004.0,3,432,3,3,3,4.61512051684126,3.951243718581428,0.0,0.0,0.0,0,2,7,2009,2,1,1.0,2.5,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.14685859089592
3,4.553876891600541,9.473166068429098,2,2,2,1,1,182900.0,3,2,4,7,7,1980,1980,2,2,3,2,5.631211781821365,4,3,1,4,3,1,6,6.541029999189902,1,0.0,5.0369526024136295,6.740519359606223,3,3,1,3,7.090909822079984,7.763871287820223,4,0.6931471805599453,5,10,8,1,3,2,1983.0,2,484,3,3,3,5.666426688112433,5.278114659230517,0.0,0.0,0.0,4,2,8,2009,2,1,1.0,2.5,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.468440756144116
3,4.330733340286331,9.105090961257083,2,1,2,1,1,225500.0,3,2,4,8,5,2006,2006,2,3,2,1,0.0,4,3,3,4,3,2,1,0.0,1,0.0,6.9930151229329605,6.9930151229329605,3,5,1,3,6.77078942390898,7.580699752224562,3,0.6931471805599453,4,8,8,1,4,2,2006.0,2,1025,3,3,3,5.342334251964812,3.8501476017100575,0.0,0.0,0.0,0,2,12,2007,2,1,0.0,2.5,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.506180941677355
3,4.248495242049359,9.55506418479516,2,1,2,1,1,182900.0,3,2,3,7,5,1980,1980,2,3,2,2,5.420534999272285,3,3,1,4,3,2,6,6.944087208229528,1,0.0,5.8200829303523625,7.224753405767971,3,3,1,3,0.0,7.29505641646263,3,0.6931471805599453,3,6,8,2,3,2,1980.0,1,588,3,3,3,5.455321115357702,3.8918202981106265,0.0,0.0,0.0,0,2,6,2009,2,1,1.0,2.0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.141539457711715
3,4.465908118654584,9.247732491193245,2,2,2,1,1,184900.0,3,2,4,7,5,1986,1987,2,3,2,2,5.153291594497778,4,3,1,3,3,3,2,3.3672958299864737,5,7.296413268773919,0.0,7.315218389752975,3,5,1,3,7.071573364211532,7.912423121473704,4,0.6931471805599453,4,8,8,1,3,2,1987.0,3,576,3,3,3,5.308267697401205,4.574710978503383,0.0,0.0,0.0,3,2,8,2007,2,1,1.0,2.5,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.614868865984633
3,3.49650756146648,9.291643823040218,2,2,2,2,1,206000.0,3,2,3,8,5,1993,1993,2,1,2,1,0.0,4,3,3,4,3,3,6,7.390181428226429,1,0.0,4.61512051684126,7.450079569807499,3,5,1,3,0.0,7.450079569807499,1,0.6931471805599453,4,6,8,2,4,2,1993.0,3,473,3,3,3,4.812184355372417,3.4339872044851463,0.0,0.0,0.0,0,2,5,2008,3,1,2.0,1.5,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.688501881189456
3,4.0943445622220995,9.10974625674048,2,2,2,1,1,181000.0,3,2,4,6,5,1998,1998,2,3,2,1,0.0,3,3,3,4,3,3,6,6.720220155135295,1,0.0,4.7535901911063645,6.8501261661454995,3,4,1,3,6.54534966033442,7.40184157874383,3,0.6931471805599453,3,7,8,2,3,2,1998.0,3,472,3,3,3,4.61512051684126,3.6635616461296463,0.0,0.0,0.0,0,2,7,2008,2,1,1.0,2.5,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.165255859329688
3,4.248495242049359,12.011644093954347,2,2,4,1,2,228475.0,3,1,2,5,6,1965,1965,2,3,2,1,0.0,3,3,1,3,3,3,5,7.1308988302963465,4,4.997212273764115,4.6443908991413725,7.3132203870903005,3,5,1,3,5.123963979403259,7.4882935151594285,3,0.6931471805599453,3,7,8,2,4,2,1965.0,3,529,3,3,3,6.508769136971682,0.0,0.0,0.0,0.0,0,2,8,2008,2,1,2.0,2.0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.341263285841588
3,4.262679877041316,9.119977931895793,2,1,2,1,1,197200.0,3,2,3,7,5,2002,2003,2,3,2,2,4.736198448394496,4,3,3,4,3,2,6,6.698268054115412,1,0.0,6.588926477533518,7.337587743538597,3,5,1,3,0.0,7.337587743538597,3,0.6931471805599453,4,7,8,0,0,2,2002.0,2,532,3,3,3,5.2626901889048865,4.31748811353631,0.0,0.0,0.0,0,2,12,2008,2,1,1.0,2.0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.273735966890268
